loan_id,origination_date,loan_amount,interest_rate,term_months,credit_score,dti,ltv,employment_length_years,annual_income,loan_purpose,status
93e55cc8-7184-4bfb-8b0c-20d770b1d098,2024-04-24,6331.8426063362995,0.1432488982470036,60,741,0.3522971573896945,0.3360161487582257,0.0,44555.038431177774,credit_card,Current
57de18b6-980f-4312-a6ee-e1b1b68517ba,2023-05-15,11323.796953804364,0.1306840873208543,360,702,0.2928485990727018,0.8960966480014783,10.0,64459.27402640453,credit_card,Current
d1f2673e-5cbb-4c00-8354-8770e776a517,2021-03-07,9039.778220159975,0.14325588974568965,360,646,0.16607296845146988,0.5940981350433396,0.0,100185.65040214254,home_improvement,Current
157df163-5472-4bfc-9548-18c2fc1bece6,2021-03-03,17552.104678105236,0.08837665591115662,60,722,0.1483141583491681,0.9030257199897708,5.0,51871.80834332171,credit_card,Current
4ad92d27-3818-4de0-99cf-b47e1bfdc020,2021-07-11,9526.12632477052,0.1082101716489285,36,664,0.20412962708564159,0.8898374006706365,10.0,24358.933438604145,debt_consolidation,Current
6cf0ee2f-9629-48a4-b943-18e2af5c839b,2022-03-24,7403.096439313746,0.07361314954436511,36,789,0.48209672252662306,0.7184460435331423,5.0,17555.05838655554,major_purchase,Prepaid
95ee20de-8f37-40ae-9837-32eecadf2349,2022-04-22,31214.245762605606,0.07895764357783845,120,777,0.5213277918011304,0.9500822488552307,5.0,66137.45632791196,other,Delinquent
e3a64ba2-5356-4ce7-b711-4fc0f69ba6b9,2023-11-01,13398.758465806566,0.07996523230663527,60,730,0.320498914730891,0.91147960173874,,40247.37736326648,debt_consolidation,Prepaid
150df4d7-efd3-4203-b83f-2309d67877c3,2024-05-17,15515.108691424259,0.1326624210175601,360,768,0.3148942796241288,0.753655779374804,2.0,54594.20430757191,other,Current
50728c6f-ab8f-4b26-8db8-23d990a5f13d,2021-02-24,7357.175591948097,0.10292728542984936,60,703,0.2663679628170479,0.7367360577212453,10.0,73117.61107463519,other,Current
7556c9d6-ad2b-4b91-a48c-05f15326c549,2024-02-24,11425.627273247224,0.13964819475570772,120,738,0.20655146516904976,0.9645849178496535,10.0,142629.55870142247,debt_consolidation,Prepaid
feb6948e-813c-4b3e-9e8f-3ab755bf5e7e,2022-02-12,15855.421557818283,0.07823523005973851,36,773,0.43751790576072436,0.8348020759111496,0.0,21027.71375050431,other,Current
742c5187-f0a5-4d76-8101-fadc37eadf6d,2025-01-06,8436.380892096477,0.13711811732532683,60,712,0.4873576393897136,0.9567045752552213,10.0,32683.487696303953,home_improvement,Default
05bd80de-ed6d-4075-a941-0006e5e318db,2024-08-23,18099.769624725242,0.141873042240591,60,687,0.21065809141607145,0.4416538888470895,3.0,57008.70559169632,major_purchase,Current
2de35821-34f0-450f-b5f5-473ed3233b6c,2024-12-07,11108.725228317828,0.15400052917539842,120,614,0.2917161621575398,0.8147727645529194,3.0,30272.157965537994,other,Default
ea4c9a13-3a1e-49ac-a586-f84f543b9069,2024-01-22,12964.350563307944,0.12729664583085987,60,695,0.2550133699289832,0.5633886369545942,1.0,24554.88905883453,major_purchase,Current
6fa8d96e-59c9-43ca-ad4c-54fe805d57f2,2023-05-10,11102.79518390864,0.09177127188753899,36,741,0.2579760925135023,0.7961317238769856,2.0,131642.64064014744,credit_card,Prepaid
37a3a87c-93d5-4d5c-a1bc-7c4d7999a355,2022-03-28,37871.13806524563,0.10321640844617702,120,747,0.4185908255429862,0.9070730312518827,3.0,31994.70236226737,other,Current
02cb8923-6b0a-4723-b3b1-1467b1022627,2023-07-09,14899.111625633854,0.08826742228619454,60,725,0.1688038454633878,1.0608710218623654,5.0,27353.19741994056,credit_card,Prepaid
2371a0cb-cb15-4e4b-b764-fc5c7bf0b932,2024-04-21,8839.185519700119,0.15139372881737376,36,672,0.34664696909363063,0.6592749907344222,5.0,30127.996908830806,major_purchase,Current
79c72a73-076a-40ab-8db2-98b5b5b5befe,2022-07-24,22631.045473763126,0.11433481064487683,60,601,0.37282381073058657,0.7211442792047026,3.0,115116.0602800572,debt_consolidation,Current
749c23f5-d2ed-4505-8456-74428ac5e35f,2025-07-16,8146.825776542326,0.1403757448493465,60,675,0.28578488263981805,0.7856700639386694,0.0,39532.20168008325,major_purchase,Prepaid
e8057d4b-4351-4750-8b88-be64b2c08e02,2025-11-16,16651.195216163036,0.14249052106444593,60,684,0.38930678269867725,0.6538203347807164,1.0,26127.148070089483,home_improvement,Current
4b09259d-06d2-491e-852d-18c087435de7,2021-01-14,5630.595105620264,0.11721493471297204,120,684,0.314765184053745,0.9467839593183887,1.0,36243.04213275565,home_improvement,Current
941ce4ca-d120-40fb-8a9a-d6d670f85cfa,2025-04-04,7721.102592128073,0.15768080720557637,60,730,0.4217129921156112,0.7894858181951565,10.0,58290.676927993445,major_purchase,Current
4dd82ef1-0e99-48e6-9c35-3ad1b1b4f771,2025-07-09,16551.567644126993,0.1055135469265544,60,799,0.14777946950741455,0.818293553506407,10.0,102453.30764149627,major_purchase,Default
403de28e-cc27-44a5-974e-a5d2d3d205f5,2021-11-23,21699.37571199124,0.09903898564090043,36,706,0.26512247389931304,0.8930259690161239,10.0,97417.47893740154,credit_card,Current
4df90a15-26d1-4c2b-8db9-26067de27f94,2024-11-30,16341.932356266132,0.16070210324590684,60,689,0.29281868571489655,0.7892432725436886,1.0,37625.54314261009,credit_card,Current
d273d5d7-1275-4b57-9723-3a23dd70753a,2023-05-16,14157.23866773584,0.09225786397243375,36,687,0.05,0.6773691307736203,10.0,43626.73220414002,other,Delinquent
a099e14f-7397-4228-9c94-1f0141cc01de,2022-11-28,12903.4969149091,0.0935885409028223,36,706,0.1914047266421465,0.79054696425523,1.0,211891.63849250576,credit_card,Current
4f8f14bf-ef97-4924-a306-ef281de7574c,2022-07-24,7161.999529759255,0.09641089398673873,36,658,0.21864007456412135,0.6715727960729917,3.0,109044.41545949913,debt_consolidation,Current
0311d470-49c5-4a80-97f3-f1f238838642,2021-11-15,10465.960113677362,0.10283085984633557,36,706,0.39482059948233494,0.816197133367473,5.0,51587.347950423915,debt_consolidation,Current
8936b311-08ce-4f40-a301-44b55e54a4d6,2022-03-17,11914.198207906828,0.09378882636627792,36,722,0.22931566536853992,0.9495406581202696,0.0,15138.68060838215,credit_card,Prepaid
0fe96c2d-99c8-4e8b-96de-429c7743ce49,2025-04-13,25447.342426191233,0.12780706223186478,60,710,0.21819210126940228,0.6237532561591503,3.0,45560.78494186099,major_purchase,Current
f9384eb4-b4d7-4834-a74c-41c06cde617d,2022-11-21,17811.767705016202,0.08448521802645542,36,722,0.3817485780656192,0.5701443497836862,2.0,270685.6103257246,major_purchase,Prepaid
2201621d-1c3b-425e-a6e8-867de7674ea7,2021-07-29,6212.293325976006,0.0834405970352023,36,721,0.13820893542099452,0.8073874903879512,3.0,35756.630867547494,debt_consolidation,Current
61fd2107-3add-4ab2-a264-8b0696a96e08,2021-07-09,17638.64415740672,0.1499327173496532,360,611,0.09287559325564276,0.6848300574884142,2.0,33620.818360359204,major_purchase,Current
ded8c062-0746-41d3-93ab-40b5021fc1d0,2023-02-18,12372.905738665622,0.08857167024928658,60,731,0.2638407699930653,0.8047617911617954,5.0,52228.04778791398,home_improvement,Current
4ae11ad2-5b0b-43f5-a611-39580a51b041,2021-07-18,10692.998708015275,0.10142944807764014,60,666,0.15522932319216445,0.8480605280914552,3.0,62564.644371884984,major_purchase,Current
082a6b1c-c557-4b20-af95-eede7a64d9a7,2023-01-06,20366.437909820303,0.11837218811176563,36,645,0.1590320705340351,0.47844706566071915,2.0,38682.838701167646,debt_consolidation,Current
a2543643-a715-4e05-81dd-96c3253ba610,2025-10-02,25117.12695755606,0.14300641452027585,60,644,,0.9034774141487814,10.0,27874.736479062292,other,Prepaid
304070ec-6767-4352-b153-6145bb6e79fd,2022-12-06,23895.502484401604,0.0736768853922643,60,721,0.3875973837912579,0.6245497245567126,10.0,53892.20252426137,credit_card,Current
a1e24473-1777-4b2c-bf2f-13ce0b2205da,2024-05-21,9859.55898070405,0.16348815911681464,60,688,0.3788864215852125,0.7966478074152965,10.0,44495.02103054806,credit_card,Current
5d356f71-ad2f-45e0-b5a0-1276f04c605a,2022-06-26,12851.287658096338,0.11220251028909424,36,615,0.4108776660307233,0.7010926496842356,3.0,19217.494690090025,other,Current
cfb5de08-4d18-46e3-8126-c0ec0daa4c45,2025-07-11,17702.075928595685,0.13126510999113383,60,723,0.42411343200148016,0.7172064477823559,10.0,86391.31308329884,home_improvement,Prepaid
6b5fc5c6-6260-4867-aabd-4355cabee205,2021-03-30,24430.265785034873,0.12750803843529898,360,628,0.0871409791173069,1.0540936909426983,5.0,38746.33693613937,home_improvement,Current
1bf16f68-0b05-431a-8288-819741f545d3,2025-02-03,11804.29067824607,0.16622835819762993,120,706,0.34504119599294664,0.8478901281193492,1.0,51043.24493577145,other,Current
0946337a-d4f9-4fab-a036-aee9db296a80,2023-07-30,13670.233240000616,0.10081877371466655,36,711,0.24703918004304412,0.9357032604430386,0.0,52585.30669467288,major_purchase,Default
1f9c3e76-0ada-4a8d-ad75-52db8c8d8dfe,2024-01-04,8626.878308437308,0.11738018504081517,60,744,0.22525757540095637,0.8226412031304114,,59446.69427889199,debt_consolidation,Current
5819b8aa-98d3-40a5-840c-5d190de10073,2021-09-13,8247.803224427153,0.07038718215314642,36,789,0.35604146322087055,0.8930020361982431,5.0,65494.78721978726,home_improvement,Current
8172b8b9-78ef-424b-b49c-3dac1680dd34,2023-02-15,22517.957731915558,0.10586203064963118,60,631,0.1269704520104248,0.8626067543215178,10.0,27428.590041375144,home_improvement,Current
4e43e660-0224-403c-bd1e-452dc10d8acc,2021-06-11,29552.555344355147,0.10767884357115563,60,697,0.12488913941276797,0.8381684217030239,10.0,72367.67036566416,other,Current
3589288e-9423-42c1-91cb-bc29fb2020cd,2024-02-05,14469.531174800464,0.1372936075007791,60,686,0.3633572744081717,0.966073386374702,5.0,48806.54982337482,other,Prepaid
2316d084-7eb9-4cff-b38c-75a74c69b9d0,2022-08-24,24774.543396799694,0.09304896800967472,60,721,0.34877860175108977,0.8234758180766406,1.0,115008.99644957556,home_improvement,Current
143b548f-f167-47b3-8b43-39d8a633ad26,2025-08-26,17972.95653875277,0.13892722318272444,60,710,0.31367326558715103,1.1427722858326559,3.0,97839.85179543834,major_purchase,Current
b996b839-cd85-41e4-bb1c-528f25f4db88,2024-07-11,10864.388427354343,0.14958447697132,60,682,0.2120086595276863,0.9440797359218658,3.0,132688.23256423345,credit_card,Current
4c894bf9-019e-4688-a551-b50568a4b34c,2024-06-20,17970.796143640928,0.15221415776736666,36,677,0.3743829634582124,0.6290688953390466,2.0,34169.22187171858,credit_card,Current
b2de5b0d-7add-4fb7-ace8-11f9a7cdfac4,2025-10-31,32364.705231852677,0.17094248646641458,60,644,0.3680302892060476,0.7735175436525527,,129845.27676979898,credit_card,Current
64b56993-ab5e-491d-830a-e571a87dbb49,2023-01-11,14733.696973161086,0.07752027819894595,120,749,0.3085304515047454,0.8595616399236002,1.0,63484.0873448697,credit_card,Default
174f0486-1f58-4451-9227-0d8c246148d8,2024-03-28,32798.147299033655,0.12560455697944792,36,722,0.18226789587302283,0.8066745253568056,5.0,90781.65496877303,home_improvement,Current
c6deba2a-82f4-448b-9788-6ca2f524bc06,2022-01-29,4047.8166988583957,0.08504358624732367,36,745,0.2574751654270493,0.9030310128458252,5.0,89924.7408107154,home_improvement,Current
25633930-f4d6-42a0-a72d-0e8a21d80394,2024-12-13,22623.777461830225,0.1396896676284314,60,684,0.38378336775244426,0.9195525057250811,,79026.05110277928,credit_card,Current
19b4a699-8424-4b02-a0aa-cb95c7604a82,2021-05-23,15667.268625707315,0.10793070569364435,60,667,0.43271912228017867,0.5960619521301553,3.0,31230.965889397445,credit_card,Current
4ea5f70d-a0ba-4040-b9cf-96b203cc3ad0,2021-04-04,12917.029097117536,0.10767642628298028,60,646,0.26734633966236715,0.9921616317074742,1.0,106419.93681884282,major_purchase,Current
62fa5db0-c36c-40c0-b455-72140288430f,2024-09-16,15704.237640941694,0.13056172536801097,60,717,0.2750327032191737,0.7254773801770934,0.0,74095.26791621147,major_purchase,Current
19a91934-0772-49f0-9adc-e00acbfbbe9a,2022-04-12,5552.596986449586,0.11489691091265065,360,648,0.2838310891974939,0.7106143241202865,0.0,24791.312777099713,major_purchase,Current
960218af-5e27-4663-91c3-e0c9047c642a,2025-05-03,13439.716715854296,0.14351819194975513,360,792,0.3274893008910972,0.7101316410941689,1.0,44886.4610615827,debt_consolidation,Delinquent
f0f91ff4-c386-4546-a450-5dc2ad5ac1de,2022-08-16,17932.352556715327,0.10923120234383862,36,634,0.2418932699939976,0.9212864608985875,10.0,28976.8015905929,major_purchase,Current
3bc64c4b-d258-4612-a0b1-878f1f5afc2a,2021-06-13,31405.945542363726,0.08020479762450511,36,713,0.05,0.7599398452778321,3.0,25498.514411527485,major_purchase,Delinquent
fbf201dc-363a-48a2-8525-f0745cce3041,2025-10-18,11575.781246183627,0.1223732736513315,60,778,0.41927690016470964,0.7004672533493439,1.0,100116.96063064109,home_improvement,Current
d89c0e40-90d8-4b7f-a8f1-e5d94936d635,2022-04-22,10012.19049098607,0.07674274094567714,36,729,0.4794688947162549,0.7364061263834695,10.0,24697.955079055082,credit_card,Current
5c11c494-6905-455c-b498-8807215ec590,2025-11-10,11671.753350946241,0.14448353170587477,60,708,0.23876001403942873,0.5307962511626185,3.0,27158.05222151159,major_purchase,Current
936c9834-e069-4f1b-9b77-b7665e08de63,2021-07-26,23706.547124103097,0.11171165429372831,60,651,0.19333466310812258,0.673675435407277,0.0,196621.06373410835,major_purchase,Current
60659914-02cc-4477-a4e6-b8fa67d31497,2023-02-18,17679.853234023947,0.11739565471302459,120,630,0.28628994776097777,0.6140624677020351,5.0,45860.908211386,major_purchase,Current
d319b945-4000-4b0e-81b6-5f8a76d6993d,2022-07-24,11509.469130584062,0.08290705774593911,120,738,0.2812496116271227,0.7596246004256164,3.0,89027.1196816887,home_improvement,Current
2b93b7cb-ba2d-4ba6-9dee-d74049eaac10,2023-07-18,19388.573887007,0.06111813969340382,36,775,0.399551857716296,0.899628990541039,3.0,117830.06778035716,debt_consolidation,Current
d62a72b2-daa5-425c-8f2f-1e3f4af6ef04,2024-07-25,15746.041113079402,0.15187663237348709,60,678,0.3054639441645038,0.8830813851399841,5.0,95475.79189363928,other,Default
0228f308-930c-466e-9a6e-044d97ce180a,2025-09-05,24346.124928928464,0.150816246832444,60,643,0.22073771696288166,0.9885125746319875,0.0,65633.63332692215,credit_card,Current
ccad8d64-334e-4b27-9baf-34e153055757,2023-01-18,10559.47598235208,0.12062907069767045,36,577,0.16815905494419509,0.9550963725944932,10.0,58673.3790052504,home_improvement,Delinquent
f57a3c41-4073-4d25-8a02-af406fabdd4a,2021-11-30,12733.281137710395,0.10749013228152933,60,650,0.38656341848196735,0.7207104927622435,2.0,82839.77923195733,home_improvement,Current
c4cfe461-0658-43c9-aedd-86cc89b07f92,2023-01-29,12329.516764217016,0.10304457692713563,120,694,0.35995112411642494,0.802860710113057,5.0,52433.56976412037,home_improvement,Current
6f93a05f-2ba5-4ff1-b3b5-761ca1b8d8e6,2022-12-29,7215.941870128518,0.08821774727534376,60,779,0.4060559878091819,0.7951165858667872,10.0,91037.9740331685,major_purchase,Current
84d07cfe-911b-4ce6-a6dd-716d764dfc43,2022-03-06,17393.739447953183,0.0947904048807812,360,733,0.2031813249278906,0.47734209759171703,2.0,51365.626855734394,home_improvement,Current
e04f64f3-4ae0-4f43-9514-3e6d527ec8d4,2024-10-04,17091.44143248935,0.13458415168656362,60,715,0.4838436899528329,0.6174110694635384,5.0,54982.93700847207,other,Current
b2854bb8-58d9-4997-bead-156cf9edea0c,2022-07-01,15038.39999307544,0.08139353140385563,60,679,0.12563054929427628,0.7749069984273332,10.0,185564.1484748399,home_improvement,Prepaid
d2cf5bb9-11d4-4702-81df-1a3bba264299,2024-12-08,13339.861183710571,0.15247475036201283,36,670,0.37096010214014796,0.7740655347288787,10.0,44975.16338520339,debt_consolidation,Current
2190ec10-18b7-45ed-a2e8-c91da383f54f,2024-10-31,7391.752340641337,0.11187944963136824,36,770,0.10904172328030981,0.8768487581307751,,60696.70394677135,credit_card,Prepaid
26a74753-5ba6-40ae-a072-306465e55e06,2024-08-20,12154.841158907673,0.1501778051289061,60,710,0.2209668618301532,0.8695462444303772,3.0,77686.55447355821,major_purchase,Current
ef38c6f5-5e29-4bf8-a4d5-19ab4bef0ecd,2021-05-27,12637.807834194806,0.12613632171757463,60,594,0.4561022930447959,0.5343961246850397,3.0,80738.91171171548,credit_card,Current
686bc343-a0d9-42ab-afa1-eaae1b322552,2024-06-01,10043.358461958524,0.14144476090118457,60,666,0.38313642544759896,0.8777895101686295,3.0,71526.07098865072,credit_card,Current
9ee43779-e299-4a77-aa3b-ccd37cea5c19,2024-07-24,13837.846595447307,0.15556190693576244,60,657,0.2453779584512818,0.8267880809680646,5.0,28335.35916532082,home_improvement,Default
399b6a78-fa42-4644-8d3a-979391ccaf98,2028-01-01,18358.186935189307,0.15546167267457733,120,672,0.24811629571783117,0.8935059772466944,1.0,66126.5667191013,home_improvement,Current
5a5a3575-3b27-49e0-98e7-ec2ca5dc0b0a,2023-12-30,38518.67357806922,0.09701464102371826,36,728,0.3100622110835442,0.9600298381462384,10.0,69410.76165757283,major_purchase,Current
c35197e0-9e53-4c36-a26c-969b876eaf2b,2025-02-02,16368.178384491444,0.15031210025635583,60,694,0.35141409907607224,0.7785675540818043,0.0,118904.5088990919,major_purchase,Current
e5550197-b715-42e7-a148-8c103e19279b,2022-05-17,17061.515923412237,0.0873348715270274,60,696,0.42515793826826964,0.986838235547012,1.0,93493.27218786246,credit_card,Current
41e2487b-9de3-458a-a597-34189aa14ab3,2021-12-01,14451.919501626508,0.0928414691698006,36,765,0.25437659953915054,0.6665899319160431,3.0,123700.18537376479,major_purchase,Current
46858c88-eb41-4c74-89c9-43ad883bf9a0,2023-08-05,5746.923070753847,0.10935770361926948,360,665,0.13882149365127983,0.6581392819441673,2.0,32865.42940455692,home_improvement,Current
f5f6f27a-c8cc-4778-bb65-fd9da926a6fd,2023-02-17,14802.45822672017,0.08608109574500453,60,793,0.315696862704876,0.8643158285203312,2.0,33007.41816798837,other,Current
2a11f3ef-cfaa-49a2-8387-e02ac216104f,2022-07-07,15458.597268282747,0.10281245756640327,36,666,0.2542569162491605,0.7446848682042231,2.0,73054.39968013453,home_improvement,Current
3fcd335c-d5e0-41bc-a6a3-99fdac0fbd50,2024-08-03,51401.7005911557,0.1334410806504842,120,704,0.16993662952515526,0.8392448846928454,2.0,118398.4645130317,credit_card,Current
77f29826-508f-4762-ba7b-93758e33aac2,2024-11-10,13624.501036598429,0.15757261380805607,360,685,0.3297668915312794,1.0989473179766738,2.0,53201.373235002466,home_improvement,Prepaid
4c8030e6-7329-4a71-9920-cc457aaa0a9d,2024-02-15,17441.002022850647,0.14740817759718539,60,706,0.2786886245907211,0.8590242610255964,3.0,38481.23962657879,debt_consolidation,Current
7124dd59-f99d-49f9-8b87-bb794d7440a4,2022-03-26,14741.9079141265,0.10130994636939342,60,722,0.33065122064697944,0.831825430829618,3.0,22953.35794244478,other,Current
0752efe5-8e5c-4814-89f8-68b8f113292c,2024-11-03,8362.113300499761,0.14703042758084728,360,721,0.21055557998128194,0.669616943202223,10.0,74601.61245252432,other,Current
bb33d4a4-5c3b-42dd-9064-14536a24df20,2022-10-27,26561.46837702784,0.09837165365108477,36,662,0.34867105303254986,0.5450030290063481,2.0,56069.740046264254,home_improvement,Current
d48972d9-e092-4ba6-b95c-2f970ef30444,2025-09-23,21845.975511177414,0.14952396489628728,60,643,0.16829018032450213,0.7891180077089734,2.0,46246.08305751963,major_purchase,Current
85a5a97a-72ba-41ab-81c6-c10d33f7c66b,2025-04-23,22277.254372290045,0.10256524210763063,36,825,0.21722686103034167,0.9600305369912294,3.0,103281.5324118048,credit_card,Current
c423b262-0921-44b4-a822-c7de95bc3ca8,2025-05-09,9519.63467607263,0.14368182780660008,60,675,0.2757085768912722,0.7515592989408989,0.0,56955.35916755034,major_purchase,Current
dea66055-cc88-479f-8a6a-c7ba499cd3c9,2021-04-25,30248.522991885522,0.09491525595466455,360,734,0.4741818414959714,0.8602193748808054,1.0,60031.93640053858,home_improvement,Default
d5e51093-b37e-4b93-8757-986cd8e85746,2022-04-15,7441.8886668877385,0.11870152016233664,60,619,0.37848253685484934,1.0139745909077873,10.0,102952.61108221466,credit_card,Current
2a66a505-af40-4d3f-8f74-5a1f448006cd,2025-08-11,20115.26034209568,0.1395884820583394,60,686,0.407719250426779,1.010227446984554,3.0,223360.27032493314,other,Current
4500d5fc-aebf-454a-a278-e7106928e76c,2021-03-07,44847.95603035918,0.09523578846875996,36,693,0.4417077033343144,0.8643223831402674,0.0,45955.20324247962,credit_card,Default
458e850b-4af9-42e5-9318-e1159c2ae234,2025-07-07,9141.111976703503,0.17066169773510637,360,723,0.65,0.8255159717986015,3.0,35466.92945049787,debt_consolidation,Current
bf96563c-ebcc-4032-9b02-28151b6eeda1,2022-10-09,11301.114354525245,0.11775464923525887,36,563,0.3041589067558434,0.5722050426495386,2.0,33145.57357193502,home_improvement,Current
f0da8c8b-3595-4f05-a3b0-adf3dc4937e6,2023-04-02,15766.317861661282,0.09851904013810428,36,708,0.4420400923129856,0.705470803373459,2.0,79873.09521120743,home_improvement,Current
35b1bfcc-1654-412a-88ff-65e02e2b55b8,2022-07-03,11661.72805983991,0.09784417256298936,60,642,0.4012635254401941,0.7578866287972891,2.0,31187.99265061722,major_purchase,Current
abe4b33a-2b02-493e-badb-0974a8ef4880,2021-05-16,6908.264756140179,0.08673298488652119,36,716,0.39960325033075256,0.6721502582848773,1.0,47962.10173155966,debt_consolidation,Current
d24ee0e0-538e-47b9-9114-f2b7a803b96d,2022-03-09,15523.138053807716,0.11046306967771732,36,648,0.47742396180401814,0.8372679894429147,3.0,50560.800078396416,major_purchase,Delinquent
58bdf3c9-1308-435e-a2b7-2445d11c60b5,2024-03-07,8818.91056991217,0.1732518575088166,360,657,0.2580686969015523,1.086747227522915,3.0,152655.54090542358,debt_consolidation,Current
ddbba840-ffc9-4a23-91d3-7d8e56fea5db,2025-11-30,19007.742885076663,0.1538762645753463,60,686,0.25013149760636205,1.0276642388992425,5.0,122739.06672777771,other,Current
9e552a29-8ff8-45f5-8593-b47bfff71a2f,2025-01-10,9471.981111369978,0.16574807614219417,360,647,0.33197655134818616,0.8365819792746811,10.0,23862.673135910834,credit_card,Current
8bd557a3-7f7c-4625-bf0b-2b47b55f68a9,2022-10-07,32557.814075618986,0.10085520367360955,60,676,0.2817300228078113,0.9169151108037243,1.0,155281.42517453368,other,Current
95f62679-bdef-4c7e-ac8f-cbad18cddeca,2022-03-12,10139.346566713395,0.1001082136642927,36,640,0.3318500852998173,0.6907093526965822,3.0,28923.48314122565,credit_card,Current
ef584c37-dc3a-4bbe-ad3c-81931c16b4c8,2024-09-04,12768.988310711495,0.1692213288583741,36,608,0.45627487850530113,1.0196134026003203,3.0,66057.07669284088,major_purchase,Current
4ae42787-aae7-4cb0-8d9c-5e9459670acf,2023-10-20,22529.12259396059,0.10753775506205655,360,750,0.25218532772937213,0.565705010608223,3.0,36365.42316574287,debt_consolidation,Current
f97ce3a5-7f68-445e-9b51-ece3a33e49e7,2023-03-22,8106.109550729184,0.12307662216170172,36,635,0.26953210374062697,0.9369242241629244,5.0,47530.033576647336,credit_card,Current
6c680af9-cfd4-4b97-8c40-5a6f0c44fb7b,2024-08-09,16806.742890326805,0.1543450044192306,60,691,0.3174311003526577,0.8743384565299662,2.0,33318.04676275354,other,Current
7239c9ec-aaa4-4ae1-bee3-602c3b73cc53,2023-07-29,28835.912676104905,0.08652390472053309,36,737,0.2771681573974831,0.6866210919868364,5.0,163965.83362386396,home_improvement,Current
dfd68574-0306-4ae2-97cc-45e7df597857,2021-10-20,6714.763326249485,0.10550690079544972,60,669,0.10859941719865124,0.7686819864893094,,55162.713033491236,home_improvement,Current
ce6f10d3-c15e-4eb1-ac02-0e490c4ca668,2022-06-27,16450.685208702802,0.10614187202495104,36,658,0.24198723573010603,0.6298620945265911,1.0,68696.51386202927,home_improvement,Current
70e00952-6f6e-4be1-adf6-36d24ffad791,2021-10-13,17081.424699927433,0.10063782795311309,36,711,0.36873732422375044,0.6362539928296652,10.0,31531.240978016904,major_purchase,Current
a2a1cc50-cf9b-4ea7-9dca-af40ae95d570,2022-05-21,22174.91371270195,0.05890123201021475,60,755,0.4437546750932646,0.5613418999064106,3.0,25669.55445939678,other,Default
63d50b03-1f02-4e55-bc00-25f41563f9a4,2025-03-06,8081.47855815581,0.15939770071594891,36,641,0.1845381432462273,0.9151270853301068,2.0,45963.97227682796,credit_card,Current
c30bf45a-7003-4cdd-951a-5f8c12acb499,2024-02-24,7751.000211297676,0.1485675777700995,60,692,0.18407176007691567,0.9808017454140021,10.0,82041.12150464993,other,Current
