loan_id,origination_date,loan_amount,interest_rate,term_months,credit_score,dti,ltv,status,employment_length_years,annual_income,dq_score,prob_default,prob_delinquent,prob_prepaid,is_anomaly,exception_probability,exception_type
100050465903,2009-07-01,302055.0109449681,0.0559792262754884,360,710,0.54,0.74,Current,2,382716.049382716,100.0,0.2464978098869323,0.230641022324562,0.2437680413325627,0,0.20804998991999468,High variance in dti
100039488159,2009-07-01,155628.34550926427,0.0398584763729884,180,795,0.36,0.62,Default,5,143518.5185185185,100.0,0.4096405307451884,0.230641022324562,0.2580308665831883,0,0.2976854450405274,High variance in term_months
102458150755,2009-07-01,148791.66269396295,0.0454879085268083,360,754,0.29,0.71,Delinquent,2,170114.94252873564,100.0,0.2464978098869323,0.2319576491912206,0.2437680413325627,0,0.11864656604068557,High variance in employment_length_years
102218329006,2009-07-01,102158.11087350007,0.0438421696653269,360,728,0.32,0.74,Prepaid,2,105208.33333333334,100.0,0.2472108205159505,0.2041798730691274,0.5365079442660013,0,0.11074878229168883,High variance in loan_amount
101812620634,2009-07-01,277786.5528482881,0.0417166945157588,360,737,0.4,0.89,Prepaid,1,231666.66666666663,100.0,0.1563017268975575,0.2286243140697479,0.3375180413325627,0,0.37158845145126507,High variance in ltv
102218329006,2009-07-01,101310.907565598,0.0391338337694454,360,728,0.32,0.74,Current,2,105208.33333333334,100.0,0.2464978098869323,0.2041798730691274,0.2437680413325627,0,0.13756210786384693,High variance in interest_rate
102218329006,2009-07-01,101086.5897874729,0.0425438197107183,360,728,0.32,0.74,Prepaid,2,105208.33333333334,100.0,0.2464978098869323,0.2041798730691274,0.4234751363595326,0,0.03144730043999344,High variance in interest_rate
100039488159,2009-07-01,154840.06147003657,0.0490182089830391,180,795,0.36,0.62,Prepaid,5,143518.5185185185,100.0,0.2472108205159505,0.2041798730691274,0.3375180413325627,0,0.3115705792154677,High variance in term_months
100039488159,2009-07-01,155183.34200573835,0.0425124068222424,180,795,0.36,0.62,Delinquent,5,143518.5185185185,100.0,0.2464978098869323,0.2319576491912206,0.2711970110734303,0,0.21964220574068127,High variance in term_months
102458150755,2009-07-01,147232.65243711194,0.0358988764005477,360,754,0.29,0.71,Prepaid,2,170114.94252873564,100.0,0.2464978098869323,0.2041798730691274,0.3375180413325627,0,0.2939415181628897,High variance in interest_rate
102218329006,2009-07-01,103153.18245751156,0.0468590498110859,360,728,0.32,0.74,Delinquent,2,105208.33333333334,100.0,0.2464978098869323,0.2319576491912206,0.2580308665831883,0,0.2425429635758516,High variance in annual_income
101812620634,2009-07-01,278959.2708260852,0.0536127722481336,360,737,0.4,0.89,Default,1,231666.66666666663,100.0,0.4096405307451884,0.2286243140697479,0.2711970110734303,0,0.33658222375661284,High variance in ltv
100829595540,2009-07-01,176451.14360779503,0.0619120386952776,360,666,0.32,0.8,Default,5,182291.6666666667,100.0,0.777777781089147,0.2111243158578872,0.2760912775993347,0,0.26239512843039803,High variance in credit_score
100050465903,2009-07-01,302055.0109449681,0.0585387596772773,360,710,0.54,0.74,Prepaid,2,382716.049382716,100.0,0.2464978098869323,0.2286243190368016,0.3506841858228047,0,0.3459797881857989,High variance in dti
100039488159,2009-07-01,154226.99021614454,0.0528122427899846,180,795,0.36,0.62,Current,5,143518.5185185185,100.0,0.2464978098869323,0.230641022324562,0.2437680413325627,0,0.620816997941811,High variance in term_months
102458150755,2009-07-01,148012.59240078178,0.0526040031781775,360,754,0.29,0.71,Current,2,170114.94252873564,100.0,0.2464978098869323,0.1304619262615839,0.2437680413325627,0,0.23740833257495841,High variance in employment_length_years
100829595540,2009-07-01,174160.27815781924,0.0596385050046662,360,666,0.32,0.8,Current,5,182291.6666666667,100.0,0.2464978098869323,0.1549063672622045,0.2711970110734303,0,0.07271937565681574,High variance in credit_score
102218329006,2009-07-01,101224.0924818104,0.0435750575475151,360,728,0.32,0.74,Default,2,105208.33333333334,100.0,0.5137348969777426,0.2041798730691274,0.2711970110734303,0,0.008847821065242623,High variance in loan_amount
100829595540,2009-07-01,175690.1439917111,0.0644963666314283,360,666,0.32,0.8,Current,5,182291.6666666667,100.0,0.2472108205159505,0.2286243140697479,0.2209226389726003,0,0.2933067801286514,High variance in interest_rate
100050465903,2009-07-01,302055.0109449681,0.0678004226913439,360,710,0.54,0.74,Default,2,382716.049382716,100.0,0.2762135664621989,0.2339743574460347,0.2437680413325627,1,1.0,High variance in interest_rate
100039488159,2009-07-01,156532.73891300257,0.0443600490732268,180,795,0.36,0.62,Current,5,143518.5185185185,100.0,0.2464978098869323,0.2286243140697479,0.2580308665831883,0,0.495595790528947,High variance in term_months
102458150755,2009-07-01,147172.7690564477,0.0472515493970449,360,754,0.29,0.71,Prepaid,2,170114.94252873564,100.0,0.1715914408365885,0.2286243140697479,0.3920634984970093,0,0.1739020241663083,High variance in employment_length_years
102218329006,2009-07-01,101322.7185603381,0.0394582110990939,360,728,0.32,0.74,Prepaid,2,105208.33333333334,100.0,0.2464978098869323,0.2041798730691274,0.3375180413325627,0,0.11840812643737209,High variance in interest_rate
101812620634,2009-07-01,277711.3413610799,0.0496741806184743,360,737,0.4,0.89,Current,1,231666.66666666663,80.0,0.2464978098869323,0.2041798730691274,0.2316468308369318,0,0.1870084617875314,High variance in ltv
100829595540,2009-07-01,174981.4868640076,0.0612165895044044,360,666,0.32,0.8,Prepaid,5,182291.6666666667,100.0,0.2464978098869323,0.2286243140697479,0.3506841858228047,0,0.10028912708924043,High variance in credit_score
100050465903,2009-07-01,302055.0109449681,0.0502530055558402,360,710,0.54,0.74,Default,2,382716.049382716,100.0,0.4096405307451884,0.2286243140697479,0.2580308665831883,0,0.4792644216409828,High variance in dti
101812620634,2009-07-01,277598.7795281142,0.0452341178743705,360,737,0.4,0.89,Default,1,231666.66666666663,100.0,0.4096405307451884,0.2111243158578872,0.2711970110734303,0,0.23515517357906168,High variance in ltv
101812620634,2009-07-01,276785.81138721225,0.0478300833182366,360,737,0.4,0.89,Prepaid,1,231666.66666666663,100.0,0.2464978098869323,0.230641022324562,0.2580308665831883,0,0.29040694331980144,High variance in ltv
101812620634,2009-07-01,276619.89854178514,0.043758229796306,360,737,0.4,0.89,Default,1,231666.66666666663,90.0,0.4096405307451884,0.2041798730691274,0.2580308665831883,0,0.3672852103150549,High variance in ltv
102458150755,2009-07-01,147944.4523011034,0.0426800557788724,360,754,0.29,0.71,Current,2,170114.94252873564,100.0,0.2472108205159505,0.1292735040187835,0.2711970110734303,0,0.03812351965289029,High variance in interest_rate
102458150755,2009-07-01,148751.3871233718,0.0447204499644915,360,754,0.29,0.71,Delinquent,2,170114.94252873564,100.0,0.2464978098869323,0.2319576491912206,0.2580308665831883,0,0.07540402937625235,High variance in employment_length_years
102218329006,2009-07-01,101099.33230542924,0.0415178319272473,360,728,0.32,0.74,Delinquent,2,105208.33333333334,100.0,0.2464978098869323,0.2319576491912206,0.2711970110734303,0,0.043796496192172296,High variance in interest_rate
101812620634,2009-07-01,277022.44475520146,0.0496830456157817,360,737,0.4,0.89,Default,1,231666.66666666663,100.0,0.4096405307451884,0.2041798730691274,0.2459096560875574,0,0.22668570289982337,High variance in ltv
100829595540,2009-07-01,175500.91718762438,0.0617894825485826,360,666,0.32,0.8,Default,5,182291.6666666667,100.0,0.4103535413742065,0.2111243158578872,0.2569341858228047,0,0.13760402804864447,High variance in credit_score
100050465903,2009-07-01,302055.0109449681,0.0545235223380652,360,710,0.54,0.74,Current,2,382716.049382716,100.0,0.2464978098869323,0.2286243140697479,0.3125763237476349,0,0.219462760983672,High variance in dti
100039488159,2009-07-01,154092.4363379584,0.0516372663988173,180,795,0.36,0.62,Current,5,143518.5185185185,100.0,0.0813953578472137,0.2286243140697479,0.3125763237476349,0,0.566349402887064,High variance in term_months
102458150755,2009-07-01,147949.76189055087,0.0448457516383196,360,754,0.29,0.71,Default,2,170114.94252873564,100.0,0.4096405307451884,0.2044073045253753,0.2580308665831883,0,0.059670075886018026,High variance in employment_length_years
102218329006,2009-07-01,101270.45682577984,0.0422111088252349,360,728,0.32,0.74,Current,2,105208.33333333334,100.0,0.2464978098869323,0.2041798730691274,0.3459096550941467,0,0.030931351682090047,High variance in interest_rate
101812620634,2009-07-01,277169.049883589,0.0595662736165273,360,737,0.4,0.89,Prepaid,1,231666.66666666663,100.0,0.2464978098869323,0.2162856211264928,0.3506841858228047,0,0.49537324249801007,High variance in ltv
100829595540,2009-07-01,175048.52162794484,0.0619774209057053,360,666,0.32,0.8,Delinquent,5,182291.6666666667,90.0,0.2472108205159505,0.2319576491912206,0.2711970110734303,0,0.10250356894357804,High variance in credit_score
100050465903,2009-07-01,302055.0109449681,0.0482007192951004,360,710,0.54,0.74,Prepaid,2,382716.049382716,100.0,0.2464978098869323,0.2131410241127014,0.2711970110734303,0,0.5732637401668668,High variance in dti
100039488159,2009-07-01,154512.8746162353,0.0439821827407807,180,795,0.36,0.62,Prepaid,5,143518.5185185185,100.0,0.2464978098869323,0.2286243140697479,0.3506841858228047,0,0.21264081033723548,High variance in term_months
102458150755,2009-07-01,148562.96923669058,0.0501422593130364,360,754,0.29,0.71,Current,2,170114.94252873564,100.0,0.2464978098869323,0.2041798730691274,0.2580308665831883,0,0.20080367441660862,High variance in employment_length_years
102218329006,2009-07-01,99601.43242618088,0.043893724114674,360,728,0.32,0.74,Prepaid,2,105208.33333333334,100.0,0.1563017268975575,0.1304619262615839,0.4725212852160136,0,0.08477583253436582,High variance in loan_amount
101812620634,2009-07-01,279909.4166404701,0.0467833059383632,360,737,0.4,0.89,Default,1,231666.66666666663,100.0,0.4704465866088867,0.2111243158578872,0.2569341858228047,0,0.5227186389822338,High variance in ltv
100829595540,2009-07-01,175926.17754753164,0.0605933665443645,360,666,0.32,0.8,Prepaid,5,182291.6666666667,100.0,0.2464978098869323,0.2111243158578872,0.3920634984970093,0,0.1402141218485956,High variance in credit_score
100050465903,2009-07-01,302055.0109449681,0.0610325448325417,360,710,0.54,0.74,Default,2,382716.049382716,100.0,0.5346405307451884,0.2306410272916158,0.2711970110734303,0,0.5783915791609072,High variance in dti
100039488159,2009-07-01,155543.36019237994,0.0386174235029447,180,795,0.36,0.62,Default,5,143518.5185185185,100.0,0.38063778479894,0.2286243140697479,0.2437680413325627,0,0.3157470408081382,High variance in term_months
100050465903,2009-07-01,302055.0109449681,0.0556648483707343,360,710,0.54,0.74,Prepaid,2,382716.049382716,100.0,0.2464978098869323,0.2286243140697479,0.2580308665831883,0,0.22389001062430658,High variance in dti
100829595540,2009-07-01,174236.7408434575,0.0647252331446242,360,666,0.32,0.8,Delinquent,5,182291.6666666667,100.0,0.2464978098869323,0.2319576491912206,0.2711970110734303,0,0.27369486793058806,High variance in interest_rate
101812620634,2009-07-01,276195.11789933546,0.0411340654760811,360,737,0.4,0.89,Prepaid,1,231666.66666666663,100.0,0.2464978098869323,0.2286243140697479,0.2580308665831883,0,0.5727309642574,High variance in ltv
101812620634,2009-07-01,277396.01481328416,0.0499666972466134,360,737,0.4,0.89,Delinquent,1,231666.66666666663,100.0,0.1563017268975575,0.4626068373521169,0.2580308665831883,0,0.18862180148361518,High variance in ltv
100829595540,2009-07-01,175371.1458733713,0.0585220699182225,360,666,0.32,0.8,Prepaid,5,182291.6666666667,100.0,0.2464978098869323,0.3152909825245539,0.4666500687599182,0,0.15422938611971082,High variance in credit_score
100050465903,2009-07-01,302055.0109449681,0.0473723741453763,360,710,0.54,0.74,Default,2,382716.049382716,100.0,0.3799247741699219,0.2319576491912206,0.2580308665831883,0,0.7191636100357577,High variance in dti
100039488159,2009-07-01,154203.10474452953,0.0383995761683692,180,795,0.36,0.62,Prepaid,5,143518.5185185185,100.0,0.2464978098869323,0.2041798730691274,0.32991756995519,0,0.48098594907684367,High variance in term_months
102458150755,2009-07-01,149441.5686206579,0.043254120681103,360,754,0.29,0.71,Default,2,170114.94252873564,100.0,0.38063778479894,0.2111243158578872,0.2580308665831883,0,0.20013396818616314,High variance in interest_rate
102218329006,2009-07-01,101529.80417791528,0.0470010058897933,360,728,0.32,0.74,Default,2,105208.33333333334,100.0,0.3012839257717132,0.2286243140697479,0.2580308665831883,0,0.06729384449229747,High variance in loan_amount
101812620634,2009-07-01,276870.2931453424,0.0531122866414007,360,737,0.4,0.89,Current,1,231666.66666666663,100.0,0.2762135664621989,0.2041798730691274,0.2580308665831883,0,0.33054699951619926,High variance in ltv
100829595540,2009-07-01,175835.69211206515,0.0523484780066455,360,666,0.32,0.8,Current,5,182291.6666666667,100.0,0.1715914408365885,0.2286243140697479,0.2580308665831883,0,0.2790063363103875,High variance in credit_score
100039488159,2009-07-01,154809.66132191638,0.0444835684321666,180,795,0.36,0.62,Default,5,143518.5185185185,100.0,0.38063778479894,0.2286243140697479,0.2580308665831883,0,0.20560263591045247,High variance in term_months
100050465903,2009-07-01,302055.0109449681,0.0562190035688559,360,710,0.54,0.74,Default,2,382716.049382716,100.0,0.4103535413742065,0.2286243140697479,0.2437680413325627,0,0.24443165644609333,High variance in dti
102458150755,2009-07-01,148047.39867131642,0.0412397288782369,360,754,0.29,0.71,Current,2,170114.94252873564,100.0,0.2762135664621989,0.1292735040187835,0.2437680413325627,0,0.06348428255223026,High variance in interest_rate
102218329006,2009-07-01,100348.16389219784,0.0459500722502666,360,728,0.32,0.74,Prepaid,2,105208.33333333334,100.0,0.2762135664621989,0.2286243140697479,0.2983134984970093,0,0.04034863105934128,High variance in loan_amount
101812620634,2009-07-01,276788.98380023753,0.0377559702168995,360,737,0.4,0.89,Delinquent,1,231666.66666666663,100.0,0.2762135664621989,0.2131410241127014,0.2580308665831883,0,0.650612015836954,High variance in ltv
100829595540,2009-07-01,174933.92020135268,0.0515099304979187,360,666,0.32,0.8,Prepaid,5,182291.6666666667,100.0,0.0813953578472137,0.2111243158578872,0.3125763237476349,0,0.29224352034798207,High variance in credit_score
100050465903,2009-07-01,302055.0109449681,0.052224002366534,360,710,0.54,0.74,Delinquent,2,382716.049382716,100.0,0.1563017268975575,0.2326330343882242,0.2580308665831883,0,0.3194405930024421,High variance in dti
100039488159,2009-07-01,154095.6833748956,0.043421248694635,180,795,0.36,0.62,Current,5,143518.5185185185,90.0,0.2464978098869323,0.2286243140697479,0.2580308665831883,0,0.2719931655452128,High variance in term_months
102458150755,2009-07-01,148048.08494666137,0.0456360593753226,360,754,0.29,0.71,Prepaid,2,170114.94252873564,100.0,0.2464978098869323,0.2111243158578872,0.2760912775993347,0,0.05915284496246864,High variance in employment_length_years
102218329006,2009-07-01,99372.45756211683,0.040955390763642,360,728,0.32,0.74,Current,2,105208.33333333334,100.0,0.2762135664621989,0.153717945019404,0.2580308665831883,0,0.2185841447590543,High variance in interest_rate
100039488159,2009-07-01,154615.44445577016,0.0472917822364967,180,795,0.36,0.62,Prepaid,5,143518.5185185185,100.0,0.2464978098869323,0.2286243140697479,0.3125763237476349,0,0.24900470322491908,High variance in term_months
102218329006,2009-07-01,99296.61756064484,0.0486716119923829,360,728,0.32,0.74,Current,2,105208.33333333334,100.0,0.2464978098869323,0.1570512801408767,0.2437680413325627,0,0.2140003835452886,High variance in loan_amount
102458150755,2009-07-01,148538.91004368465,0.0469935494379482,360,754,0.29,0.71,Delinquent,2,170114.94252873564,100.0,0.2464978098869323,0.230641022324562,0.2580308665831883,0,0.11517390160740704,High variance in employment_length_years
101812620634,2009-07-01,277138.71579867176,0.0545964779522283,360,737,0.4,0.89,Prepaid,1,231666.66666666663,100.0,0.1563017268975575,0.2286243140697479,0.3459096550941467,0,0.30324307978380527,High variance in ltv
